date,game_time,pitcher_name,pitcher_team,pitcher_throws,batter_name,batter_team,batter_position,batting_order,batter_bats,PA,AB,H,HR,SO,AVG,OBP,SLG,OPS
2025-04-14,10:10 PM ET,Dustin May,Dodgers,R,M. Moniak,Rockies,CF,6,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-14,10:10 PM ET,Dustin May,Dodgers,R,H. Goodman,Rockies,C,7,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-14,10:10 PM ET,Dustin May,Dodgers,R,Zac Veen,Rockies,LF,8,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-14,10:10 PM ET,Dustin May,Dodgers,R,Adael Amador,Rockies,2B,9,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-14,10:10 PM ET,A. Senzatela,Rockies,R,S. Ohtani,Dodgers,DH,1,L,6.0,5.0,3.0,0.0,0.0,0.6,0.667,0.6,1.267
2025-04-14,10:10 PM ET,A. Senzatela,Rockies,R,Mookie Betts,Dodgers,SS,2,R,22.0,20.0,9.0,2.0,2.0,0.45,0.5,0.85,1.35
2025-04-14,10:10 PM ET,A. Senzatela,Rockies,R,F. Freeman,Dodgers,1B,3,L,17.0,15.0,2.0,0.0,2.0,0.133,0.235,0.2,0.435
2025-04-14,10:10 PM ET,A. Senzatela,Rockies,R,Will Smith,Dodgers,C,4,R,23.0,16.0,2.0,0.0,3.0,0.125,0.348,0.125,0.473
2025-04-14,10:10 PM ET,A. Senzatela,Rockies,R,M. Conforto,Dodgers,LF,5,L,10.0,10.0,4.0,1.0,2.0,0.4,0.4,0.8,1.2
2025-04-14,10:10 PM ET,A. Senzatela,Rockies,R,Tommy Edman,Dodgers,CF,6,S,12.0,11.0,3.0,0.0,1.0,0.273,0.333,0.636,0.97
2025-04-14,10:10 PM ET,A. Senzatela,Rockies,R,Max Muncy,Dodgers,3B,7,L,29.0,24.0,4.0,1.0,4.0,0.167,0.31,0.333,0.644
2025-04-14,10:10 PM ET,A. Senzatela,Rockies,R,E. Hernandez,Dodgers,2B,8,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-14,10:10 PM ET,A. Senzatela,Rockies,R,Andy Pages,Dodgers,RF,9,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
